,emotion,statements,situation,gender
datasources\LDC\wav\5ET1s2600.wav,elation,nine hundred three,conversation,male
datasources\LDC\wav\5ET1s2601.wav,elation,nine hundred three,conversation,male
datasources\LDC\wav\5ET1s2640.wav,elation,april sixteenth,conversation,male
datasources\LDC\wav\5ET1s2641.wav,elation,april sixteenth,conversation,male
datasources\LDC\wav\5ET1s2650.wav,elation,four hundred four,conversation,male
datasources\LDC\wav\5ET1s2651.wav,elation,four hundred four,conversation,male
datasources\LDC\wav\5ET1s2652.wav,elation,four hundred four,conversation,male
datasources\LDC\wav\5ET1s2670.wav,elation,one thousand nine,conversation,male
datasources\LDC\wav\5ET1s2671.wav,elation,one thousand nine,conversation,male
datasources\LDC\wav\5ET1s2680.wav,elation,september fifth,conversation,male
datasources\LDC\wav\5ET1s2681.wav,elation,september fifth,conversation,male
datasources\LDC\wav\5ET1s2690.wav,elation,six thousand eight,conversation,male
datasources\LDC\wav\5ET1s2691.wav,elation,six thousand eight,conversation,male
datasources\LDC\wav\5ET1s2692.wav,elation,six thousand eight,conversation,male
datasources\LDC\wav\5ET1s2700.wav,elation,three hundred four,conversation,male
datasources\LDC\wav\5ET1s2701.wav,elation,three hundred four,conversation,male
datasources\LDC\wav\5ET1s2702.wav,elation,three hundred four,conversation,male
datasources\LDC\wav\5ET1s2710.wav,elation,two hundred two,conversation,male
datasources\LDC\wav\5ET1s2711.wav,elation,two hundred two,conversation,male
datasources\LDC\wav\5ET1s2712.wav,elation,two hundred two,conversation,male
datasources\LDC\wav\5ET1s3380.wav,elation,may thirty-first,conversation,male
datasources\LDC\wav\5ET1s3381.wav,elation,may thirty-first,conversation,male
datasources\LDC\wav\5HA1s1140.wav,hot anger,two thousand eight,conversation,male
datasources\LDC\wav\5HA1s1141.wav,hot anger,two thousand eight,conversation,male
datasources\LDC\wav\5HA1s1150.wav,hot anger,fifteen hundred,conversation,male
datasources\LDC\wav\5HA1s2620.wav,hot anger,one thousand six,conversation,male
datasources\LDC\wav\5HA1s2621.wav,hot anger,one thousand six,conversation,male
datasources\LDC\wav\5HA1s2720.wav,hot anger,august eighteenth,conversation,male
datasources\LDC\wav\5HA1s2721.wav,hot anger,august eighteenth,conversation,male
datasources\LDC\wav\5HA1s2730.wav,hot anger,four hundred one,conversation,male
datasources\LDC\wav\5HA1s2731.wav,hot anger,four hundred one,conversation,male
datasources\LDC\wav\5HA1s2740.wav,hot anger,june seventeenth,conversation,male
datasources\LDC\wav\5HA1s2741.wav,hot anger,june seventeenth,conversation,male
datasources\LDC\wav\5HA1s2750.wav,hot anger,nine hundred two,conversation,male
datasources\LDC\wav\5HA1s2760.wav,hot anger,september fourth,conversation,male
datasources\LDC\wav\5HA1s2761.wav,hot anger,september fourth,conversation,male
datasources\LDC\wav\5HA1s2770.wav,hot anger,six thousand four,conversation,male
datasources\LDC\wav\5HA1s2771.wav,hot anger,six thousand four,conversation,male
datasources\LDC\wav\5HA1s2780.wav,hot anger,three hundred one,conversation,male
datasources\LDC\wav\5HA1s2781.wav,hot anger,three hundred one,conversation,male
datasources\LDC\wav\5HA1s3090.wav,hot anger,one one thousand six,conversation,male
datasources\LDC\wav\5HA1s3100.wav,hot anger,two thousand and eight,conversation,male
datasources\LDC\wav\5HA1s3390.wav,hot anger,may twenty-eighth,conversation,male
datasources\LDC\wav\5HP1s0630.wav,happy,march thirtieth,conversation,male
datasources\LDC\wav\5HP1s0631.wav,happy,march thirtieth,conversation,male
datasources\LDC\wav\5HP1s0670.wav,happy,one hundred eight,conversation,male
datasources\LDC\wav\5HP1s0671.wav,happy,one hundred eight,conversation,male
datasources\LDC\wav\5HP1s0672.wav,happy,one hundred eight,conversation,male
datasources\LDC\wav\5HP1s1290.wav,happy,december sixth,conversation,male
datasources\LDC\wav\5HP1s1291.wav,happy,december sixth,conversation,male
datasources\LDC\wav\5HP1s1310.wav,happy,eight hundred three,conversation,male
datasources\LDC\wav\5HP1s1311.wav,happy,eight hundred three,conversation,male
datasources\LDC\wav\5HP1s1420.wav,happy,four thousand three,conversation,male
datasources\LDC\wav\5HP1s1421.wav,happy,four thousand three,conversation,male
datasources\LDC\wav\5HP1s1580.wav,happy,november tenth,conversation,male
datasources\LDC\wav\5HP1s1581.wav,happy,november tenth,conversation,male
datasources\LDC\wav\5HP1s1582.wav,happy,november tenth,conversation,male
datasources\LDC\wav\5HP1s1730.wav,happy,ten thousand four,conversation,male
datasources\LDC\wav\5HP1s1731.wav,happy,ten thousand four,conversation,male
datasources\LDC\wav\5HP1s1732.wav,happy,ten thousand four,conversation,male
datasources\LDC\wav\5HP1s2030.wav,happy,five thousand eight,conversation,male
datasources\LDC\wav\5HP1s2031.wav,happy,five thousand eight,conversation,male
datasources\LDC\wav\5HP1s2170.wav,happy,three thousand three,conversation,male
datasources\LDC\wav\5HP1s2171.wav,happy,three thousand three,conversation,male
datasources\LDC\wav\5HP1s2172.wav,happy,three thousand three,conversation,male
datasources\LDC\wav\5HP1s3510.wav,happy,seventy-six,conversation,male
datasources\LDC\wav\5IT1s0660.wav,interest,november twelfth,conversation,male
datasources\LDC\wav\5IT1s0661.wav,interest,november twelfth,conversation,male
datasources\LDC\wav\5IT1s1320.wav,interest,eight hundred two,conversation,male
datasources\LDC\wav\5IT1s1321.wav,interest,eight hundred two,conversation,male
datasources\LDC\wav\5IT1s1480.wav,interest,march twentieth,conversation,male
datasources\LDC\wav\5IT1s1481.wav,interest,march twentieth,conversation,male
datasources\LDC\wav\5IT1s1600.wav,interest,one hundred four,conversation,male
datasources\LDC\wav\5IT1s1601.wav,interest,one hundred four,conversation,male
datasources\LDC\wav\5IT1s1740.wav,interest,ten thousand one,conversation,male
datasources\LDC\wav\5IT1s1741.wav,interest,ten thousand one,conversation,male
datasources\LDC\wav\5IT1s1790.wav,interest,three thousand two,conversation,male
datasources\LDC\wav\5IT1s1791.wav,interest,three thousand two,conversation,male
datasources\LDC\wav\5IT1s2010.wav,interest,december third,conversation,male
datasources\LDC\wav\5IT1s2011.wav,interest,december third,conversation,male
datasources\LDC\wav\5IT1s2050.wav,interest,four thousand two,conversation,male
datasources\LDC\wav\5IT1s2051.wav,interest,four thousand two,conversation,male
datasources\LDC\wav\5IT1s2790.wav,interest,five thousand four,conversation,male
datasources\LDC\wav\5IT1s3530.wav,interest,seventy-two,conversation,male
datasources\LDC\wav\5IT1s3531.wav,interest,seventy-two,conversation,male
datasources\LDC\wav\5NT1s0060.wav,neutral,nine thousand six,conversation,male
datasources\LDC\wav\5NT1s0061.wav,neutral,nine thousand six,conversation,male
datasources\LDC\wav\5NT1s0270.wav,neutral,november fifth,conversation,male
datasources\LDC\wav\5NT1s0271.wav,neutral,november fifth,conversation,male
datasources\LDC\wav\5NT1s0450.wav,neutral,july seventh,conversation,male
datasources\LDC\wav\5NT1s0451.wav,neutral,july seventh,conversation,male
datasources\LDC\wav\5NT1s0470.wav,neutral,nine hundred six,conversation,male
datasources\LDC\wav\5NT1s0780.wav,neutral,two thousand ten,conversation,male
datasources\LDC\wav\5NT1s0890.wav,neutral,five hundred two,conversation,male
datasources\LDC\wav\5NT1s0891.wav,neutral,five hundred two,conversation,male
datasources\LDC\wav\5NT1s0940.wav,neutral,three thousand ten,conversation,male
datasources\LDC\wav\5NT1s0941.wav,neutral,three thousand ten,conversation,male
datasources\LDC\wav\5NT1s0950.wav,neutral,december tenth,conversation,male
datasources\LDC\wav\5NT1s0951.wav,neutral,december tenth,conversation,male
datasources\LDC\wav\5NT1s0980.wav,neutral,four thousand twelve,conversation,male
datasources\LDC\wav\5NT1s0981.wav,neutral,four thousand twelve,conversation,male
datasources\LDC\wav\5NT1s1820.wav,neutral,two thousand four,conversation,male
datasources\LDC\wav\5NT1s1821.wav,neutral,two thousand four,conversation,male
datasources\LDC\wav\5NT1s1830.wav,neutral,two thousand nine,conversation,male
datasources\LDC\wav\5NT1s1840.wav,neutral,two thousand one,conversation,male
datasources\LDC\wav\5NT1s1841.wav,neutral,two thousand one,conversation,male
datasources\LDC\wav\5NT1s1850.wav,neutral,two thousand six,conversation,male
datasources\LDC\wav\5NT1s1860.wav,neutral,two thousand three,conversation,male
datasources\LDC\wav\5NT1s1861.wav,neutral,two thousand three,conversation,male
datasources\LDC\wav\5NT1s1870.wav,neutral,two thousand twelve,conversation,male
datasources\LDC\wav\5NT1s1880.wav,neutral,two thousand two,conversation,male
datasources\LDC\wav\5NT1s1881.wav,neutral,two thousand two,conversation,male
datasources\LDC\wav\5NT1s1882.wav,neutral,two thousand two,conversation,male
datasources\LDC\wav\5NT1s1970.wav,neutral,three hundred ten,conversation,male
datasources\LDC\wav\5NT1s2120.wav,neutral,one hundred nine,conversation,male
datasources\LDC\wav\5NT1s2121.wav,neutral,one hundred nine,conversation,male
datasources\LDC\wav\5NT1s2190.wav,neutral,august second,conversation,male
datasources\LDC\wav\5NT1s2191.wav,neutral,august second,conversation,male
datasources\LDC\wav\5NT1s2210.wav,neutral,four hundred twelve,conversation,male
datasources\LDC\wav\5NT1s2300.wav,neutral,eight thousand one,conversation,male
datasources\LDC\wav\5NT1s2301.wav,neutral,eight thousand one,conversation,male
datasources\LDC\wav\5NT1s2302.wav,neutral,eight thousand one,conversation,male
datasources\LDC\wav\5NT1s2360.wav,neutral,ten thousand two,conversation,male
datasources\LDC\wav\5NT1s2380.wav,neutral,april fourteenth,conversation,male
datasources\LDC\wav\5NT1s2400.wav,neutral,five thousand two,conversation,male
datasources\LDC\wav\5NT1s2401.wav,neutral,five thousand two,conversation,male
datasources\LDC\wav\5NT1s2450.wav,neutral,two hundred six,conversation,male
datasources\LDC\wav\5NT1s2470.wav,neutral,eight hundred one,conversation,male
datasources\LDC\wav\5NT1s2670.wav,neutral,one thousand nine,conversation,male
datasources\LDC\wav\5NT1s2760.wav,neutral,september fourth,conversation,male
datasources\LDC\wav\5NT1s2761.wav,neutral,september fourth,conversation,male
datasources\LDC\wav\5NT1s2762.wav,neutral,september fourth,conversation,male
datasources\LDC\wav\5NT1s2770.wav,neutral,six thousand four,conversation,male
datasources\LDC\wav\5NT1s2890.wav,neutral,october first,conversation,male
datasources\LDC\wav\5NT1s2891.wav,neutral,october first,conversation,male
datasources\LDC\wav\5NT1s2910.wav,neutral,six hundred four,conversation,male
datasources\LDC\wav\5NT1s3200.wav,neutral,fifty-seven,conversation,male
datasources\LDC\wav\5NT1s3201.wav,neutral,fifty-seven,conversation,male
datasources\LDC\wav\5NT1s3250.wav,neutral,june twenty-first,conversation,male
datasources\LDC\wav\5NT1s3310.wav,neutral,march twenty-eighth,conversation,male
datasources\LDC\wav\5NT1s3311.wav,neutral,march twenty-eighth,conversation,male
datasources\LDC\wav\5NT1s3312.wav,neutral,march twenty-eighth,conversation,male
datasources\LDC\wav\5NT1s3380.wav,neutral,may thirty-first,conversation,male
datasources\LDC\wav\5NT1s3470.wav,neutral,seventy-five,conversation,male
datasources\LDC\wav\5NT1s3471.wav,neutral,seventy-five,conversation,male
datasources\LDC\wav\5NT1s3540.wav,neutral,sixty-seven,conversation,male
datasources\LDC\wav\5NT1s3541.wav,neutral,sixty-seven,conversation,male
datasources\LDC\wav\5NT2s0030.wav,neutral,five hundred nine,distant,male
datasources\LDC\wav\5NT2s0031.wav,neutral,five hundred nine,distant,male
datasources\LDC\wav\5NT2s0032.wav,neutral,five hundred nine,distant,male
datasources\LDC\wav\5NT2s0090.wav,neutral,three thousand eight,distant,male
datasources\LDC\wav\5NT2s0091.wav,neutral,three thousand eight,distant,male
datasources\LDC\wav\5NT2s0092.wav,neutral,three thousand eight,distant,male
datasources\LDC\wav\5NT2s0210.wav,neutral,december eighth,distant,male
datasources\LDC\wav\5NT2s0240.wav,neutral,four thousand four,distant,male
datasources\LDC\wav\5NT2s0241.wav,neutral,four thousand four,distant,male
datasources\LDC\wav\5NT2s0430.wav,neutral,eight thousand twelve,distant,male
datasources\LDC\wav\5NT2s0431.wav,neutral,eight thousand twelve,distant,male
datasources\LDC\wav\5NT2s0510.wav,neutral,three hundred eight,distant,male
datasources\LDC\wav\5NT2s0511.wav,neutral,three hundred eight,distant,male
datasources\LDC\wav\5NT2s0920.wav,neutral,november sixth,distant,male
datasources\LDC\wav\5NT2s0921.wav,neutral,november sixth,distant,male
datasources\LDC\wav\5NT2s0960.wav,neutral,eight hundred twelve,distant,male
datasources\LDC\wav\5NT2s0961.wav,neutral,eight hundred twelve,distant,male
datasources\LDC\wav\5NT2s1030.wav,neutral,ten thousand nine,distant,male
datasources\LDC\wav\5NT2s1840.wav,neutral,two thousand one,distant,male
datasources\LDC\wav\5NT2s1841.wav,neutral,two thousand one,distant,male
datasources\LDC\wav\5NT2s1940.wav,neutral,one thousand three,distant,male
datasources\LDC\wav\5NT2s1941.wav,neutral,one thousand three,distant,male
datasources\LDC\wav\5NT2s1942.wav,neutral,one thousand three,distant,male
datasources\LDC\wav\5NT2s1943.wav,neutral,one thousand three,distant,male
datasources\LDC\wav\5NT2s2250.wav,neutral,september third,distant,male
datasources\LDC\wav\5NT2s2251.wav,neutral,september third,distant,male
datasources\LDC\wav\5NT2s2260.wav,neutral,six thousand ten,distant,male
datasources\LDC\wav\5NT2s2350.wav,neutral,one hundred three,distant,male
datasources\LDC\wav\5NT2s2351.wav,neutral,one hundred three,distant,male
datasources\LDC\wav\5NT2s2352.wav,neutral,one hundred three,distant,male
datasources\LDC\wav\5NT2s2420.wav,neutral,october tenth,distant,male
datasources\LDC\wav\5NT2s2421.wav,neutral,october tenth,distant,male
datasources\LDC\wav\5NT2s2440.wav,neutral,six hundred ten,distant,male
datasources\LDC\wav\5NT2s2510.wav,neutral,nine thousand two,distant,male
datasources\LDC\wav\5NT2s2511.wav,neutral,nine thousand two,distant,male
datasources\LDC\wav\5NT2s2512.wav,neutral,nine thousand two,distant,male
datasources\LDC\wav\5NT2s2640.wav,neutral,april sixteenth,distant,male
datasources\LDC\wav\5NT2s2650.wav,neutral,four hundred four,distant,male
datasources\LDC\wav\5NT2s2651.wav,neutral,four hundred four,distant,male
datasources\LDC\wav\5NT2s2710.wav,neutral,two hundred two,distant,male
datasources\LDC\wav\5NT2s2711.wav,neutral,two hundred two,distant,male
datasources\LDC\wav\5NT2s2712.wav,neutral,two hundred two,distant,male
datasources\LDC\wav\5NT2s2740.wav,neutral,june seventeenth,distant,male
datasources\LDC\wav\5NT2s2750.wav,neutral,nine hundred two,distant,male
datasources\LDC\wav\5NT2s2751.wav,neutral,nine hundred two,distant,male
datasources\LDC\wav\5NT2s2752.wav,neutral,nine hundred two,distant,male
datasources\LDC\wav\5NT2s2810.wav,neutral,five thousand nine,distant,male
datasources\LDC\wav\5NT2s2811.wav,neutral,five thousand nine,distant,male
datasources\LDC\wav\5NT2s2820.wav,neutral,fourteen sixty,distant,male
datasources\LDC\wav\5NT2s2821.wav,neutral,fourteen sixty,distant,male
datasources\LDC\wav\5NT2s2822.wav,neutral,fourteen sixty,distant,male
datasources\LDC\wav\5NT2s2830.wav,neutral,january,distant,male
datasources\LDC\wav\5NT2s2930.wav,neutral,twelve and a half,distant,male
datasources\LDC\wav\5NT2s3290.wav,neutral,june twenty-third,distant,male
datasources\LDC\wav\5NT2s3350.wav,neutral,march twenty-ninth,distant,male
datasources\LDC\wav\5NT2s3410.wav,neutral,may twenty-first,distant,male
datasources\LDC\wav\5NT2s3500.wav,neutral,seventy-one,distant,male
datasources\LDC\wav\5NT2s3501.wav,neutral,seventy-one,distant,male
datasources\LDC\wav\5NT3s0070.wav,neutral,seven hundred,tete a tete,male
datasources\LDC\wav\5NT3s0071.wav,neutral,seven hundred,tete a tete,male
datasources\LDC\wav\5NT3s0072.wav,neutral,seven hundred,tete a tete,male
datasources\LDC\wav\5NT3s0073.wav,neutral,seven hundred,tete a tete,male
datasources\LDC\wav\5NT3s0220.wav,neutral,eight hundred four,tete a tete,male
datasources\LDC\wav\5NT3s0221.wav,neutral,eight hundred four,tete a tete,male
datasources\LDC\wav\5NT3s0290.wav,neutral,sixteen hundred,tete a tete,male
datasources\LDC\wav\5NT3s0291.wav,neutral,sixteen hundred,tete a tete,male
datasources\LDC\wav\5NT3s0460.wav,neutral,may seventeenth,tete a tete,male
datasources\LDC\wav\5NT3s0461.wav,neutral,may seventeenth,tete a tete,male
datasources\LDC\wav\5NT3s0490.wav,neutral,one thousand five,tete a tete,male
