,modality,emotion,statement,gender,mfcc
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-04-01-02-01-14.wav,audio-only,sad,Dogs are sitting by the door,female,"[-690.1148071289062, 46.96855926513672, -1.0994186401367188, 18.378507614135742, 3.4499728679656982, 15.9664945602417, -7.050454616546631, 9.100872039794922, 3.0902535915374756, -1.7862952947616577, -2.000920295715332, -1.2362042665481567, -5.841142654418945, -2.869382619857788, -1.6819297075271606, -1.7317190170288086, -3.23392653465271, -0.18304623663425446, -5.496214389801025, 1.0858901739120483]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-04-01-02-02-14.wav,audio-only,sad,Dogs are sitting by the door,female,"[-684.3545532226562, 49.91413497924805, 3.6731715202331543, 21.65548324584961, 3.337831735610962, 16.31136703491211, -4.870182037353516, 10.478320121765137, 3.2625157833099365, -2.0276565551757812, -0.16889604926109314, -1.9745721817016602, -3.444681167602539, -2.89749813079834, -2.335919141769409, -2.115199327468872, -3.374957799911499, 0.42338359355926514, -5.91112756729126, 0.8314689993858337]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-04-02-01-01-14.wav,audio-only,sad,Kids are talking by the door,female,"[-633.1932983398438, 48.7832145690918, -4.3864288330078125, 12.229422569274902, 1.1751155853271484, 9.82962703704834, -8.727099418640137, 5.179573059082031, 0.9406302571296692, -3.1968300342559814, -3.5944955348968506, -2.517624616622925, -4.588040828704834, -4.798604965209961, -7.52708625793457, -1.4025880098342896, -3.4699649810791016, -1.1186354160308838, -3.7990200519561768, -1.7492117881774902]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-04-02-01-02-14.wav,audio-only,sad,Kids are talking by the door,female,"[-686.587890625, 60.186004638671875, -4.032578468322754, 11.649019241333008, 1.904295802116394, 11.623132705688477, -5.016839981079102, 4.096414089202881, 1.6880792379379272, 0.38059863448143005, -3.7863500118255615, -3.268601655960083, -3.096820116043091, -4.471341133117676, -7.625051498413086, -1.75711190700531, -1.0256133079528809, -0.1670444905757904, -3.7246415615081787, -2.7211732864379883]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-04-02-02-01-14.wav,audio-only,sad,Dogs are sitting by the door,female,"[-623.144287109375, 51.87838363647461, -1.430140733718872, 9.884541511535645, 2.372666597366333, 9.52771282196045, -8.058180809020996, 3.3809194564819336, 1.0262813568115234, -3.487396240234375, -5.853518486022949, -5.023564338684082, -3.1125450134277344, -5.711968421936035, -6.875795364379883, -4.081649303436279, -5.302814483642578, -1.1260442733764648, -5.270463466644287, -2.6278929710388184]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-04-02-02-02-14.wav,audio-only,sad,Dogs are sitting by the door,female,"[-590.5350341796875, 57.661598205566406, -8.691003799438477, 5.844248294830322, 0.05899598076939583, 15.457683563232422, -10.763153076171875, -2.0246708393096924, 4.9478254318237305, -3.013869047164917, -11.943255424499512, -6.652241230010986, -1.7479954957962036, -6.781450271606445, -10.07780647277832, -2.0868940353393555, -6.220419406890869, -3.5995285511016846, -5.764895439147949, -4.932556629180908]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-05-01-01-01-14.wav,audio-only,angry,Kids are talking by the door,female,"[-596.5780029296875, 46.46320343017578, -4.930980682373047, 10.591608047485352, 0.3835761547088623, 10.140254020690918, -9.363862037658691, 2.677122116088867, -0.8775615096092224, -4.246639251708984, -2.6028800010681152, -2.5302088260650635, -4.002131462097168, -3.278531551361084, -2.688840389251709, -1.778220295906067, -2.8630714416503906, -0.9633147716522217, -4.292100429534912, -0.8480582237243652]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-05-01-01-02-14.wav,audio-only,angry,Kids are talking by the door,female,"[-588.718017578125, 49.34541702270508, -4.20393180847168, 10.036849975585938, 0.10702304542064667, 12.656530380249023, -9.845800399780273, -0.2694332003593445, -2.3589038848876953, -2.5238492488861084, -2.105661630630493, -1.4694396257400513, -5.449397563934326, -2.875138282775879, -4.006719589233398, -2.0598063468933105, -1.7516465187072754, -1.9524590969085693, -3.8041789531707764, -0.8372907042503357]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-05-01-02-01-14.wav,audio-only,angry,Dogs are sitting by the door,female,"[-560.0845947265625, 46.76557922363281, -7.415597438812256, 8.258989334106445, 2.0290167331695557, 13.35130786895752, -11.789246559143066, -0.19283545017242432, -0.8737580180168152, -4.147377967834473, -3.9629573822021484, -2.0360171794891357, -6.047397136688232, -4.900516986846924, -4.352832794189453, -3.544795274734497, -3.2840328216552734, -3.275446891784668, -5.593778610229492, -1.0536935329437256]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-05-01-02-02-14.wav,audio-only,angry,Dogs are sitting by the door,female,"[-549.0475463867188, 44.197696685791016, -3.717590570449829, 7.438066482543945, -2.4311113357543945, 11.354361534118652, -14.386564254760742, -0.7622407078742981, -3.648709774017334, -3.055915594100952, -3.9988605976104736, -4.036957263946533, -7.444806098937988, -4.546760082244873, -5.375797271728516, -5.010954856872559, -5.0415754318237305, -2.2463924884796143, -4.913489818572998, -1.6840593814849854]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-05-02-01-01-14.wav,audio-only,angry,Kids are talking by the door,female,"[-379.94281005859375, 64.80652618408203, -15.329288482666016, -2.217576265335083, -4.661232948303223, 8.717611312866211, -16.90088653564453, -9.256531715393066, -3.975388526916504, -4.854397296905518, -10.84045124053955, -2.726900815963745, -4.428001403808594, -7.082118034362793, -7.536330699920654, -0.3317578434944153, -4.872092247009277, -3.9161510467529297, -4.856764793395996, -3.539982557296753]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-05-02-01-02-14.wav,audio-only,angry,Kids are talking by the door,female,"[-389.19696044921875, 60.149070739746094, -16.70221710205078, -2.323265314102173, -5.048602104187012, 8.26436710357666, -19.16111946105957, -10.5820894241333, -3.1429522037506104, -5.732841491699219, -13.11366081237793, -2.7196285724639893, -5.302572250366211, -8.146930694580078, -6.600968837738037, -1.7806326150894165, -5.689695835113525, -2.3327584266662598, -3.2079241275787354, -2.555983781814575]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-05-02-02-01-14.wav,audio-only,angry,Dogs are sitting by the door,female,"[-382.26031494140625, 47.40334701538086, -12.602546691894531, -2.326185464859009, -9.18271541595459, 5.420943737030029, -20.68215560913086, -11.85509204864502, -1.3180712461471558, -8.346715927124023, -9.695063591003418, -2.6878509521484375, -6.348647117614746, -8.66749095916748, -6.707415580749512, -1.1844183206558228, -7.027490615844727, -2.8369905948638916, -3.9998080730438232, -3.4266812801361084]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-05-02-02-02-14.wav,audio-only,angry,Dogs are sitting by the door,female,"[-403.4206237792969, 53.13507080078125, -12.469944953918457, 4.30501651763916, -2.8562283515930176, 8.889802932739258, -20.729419708251953, -7.56613302230835, -0.38801148533821106, -5.563190937042236, -9.77116870880127, -1.110459804534912, -6.802472114562988, -6.634130477905273, -7.899710178375244, -1.2597728967666626, -6.12550687789917, -3.5466840267181396, -7.307204723358154, -3.96826171875]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-06-01-01-01-14.wav,audio-only,fearful,Kids are talking by the door,female,"[-724.777587890625, 52.20669937133789, -1.198540449142456, 17.547292709350586, 5.196967601776123, 16.99594497680664, -2.378016948699951, 10.44269847869873, 2.603553295135498, 0.8844515681266785, -0.3414229452610016, -2.196265935897827, -5.842405796051025, 0.29828941822052, -3.441326379776001, -2.517103910446167, -2.7253262996673584, 0.16339680552482605, -5.530675888061523, -1.1385846138000488]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-06-01-01-02-14.wav,audio-only,fearful,Kids are talking by the door,female,"[-677.04541015625, 54.6092414855957, -6.072757244110107, 16.41179656982422, -0.14729076623916626, 12.864266395568848, -8.039308547973633, 8.090530395507812, 2.11527156829834, -0.3703772723674774, -1.7594679594039917, -1.994203805923462, -4.960383415222168, -0.23267564177513123, -3.8462631702423096, -0.8959261178970337, -0.6904515624046326, -0.7223802804946899, -4.501001834869385, 0.14682365953922272]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-06-01-02-01-14.wav,audio-only,fearful,Dogs are sitting by the door,female,"[-691.505615234375, 43.560791015625, 4.042357444763184, 17.230424880981445, 1.3228346109390259, 13.691948890686035, -4.861217021942139, 11.651006698608398, 2.2380385398864746, -2.4043145179748535, -2.8105862140655518, -2.114410161972046, -3.760227680206299, -1.0211529731750488, -3.490199565887451, -2.8671751022338867, -3.181572675704956, -1.1789606809616089, -7.392802715301514, -0.5737733840942383]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-06-01-02-02-14.wav,audio-only,fearful,Dogs are sitting by the door,female,"[-655.70556640625, 49.36880111694336, -1.856679081916809, 9.576366424560547, -0.700020432472229, 12.796278953552246, -6.102121829986572, 10.875061988830566, 4.030232906341553, -2.9713973999023438, -5.261052131652832, -5.374909400939941, -7.56608772277832, -2.469208240509033, -4.132502555847168, -3.6057121753692627, -3.6749467849731445, -0.05405445396900177, -6.808475494384766, -1.6025419235229492]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-06-02-01-01-14.wav,audio-only,fearful,Kids are talking by the door,female,"[-432.663330078125, 46.59972381591797, -23.003934860229492, -3.778371572494507, -10.300272941589355, 5.133123397827148, -14.103737831115723, -10.902557373046875, 1.5225629806518555, -4.66826057434082, -12.231475830078125, -3.229250192642212, -6.081662178039551, -7.521059989929199, -6.501443862915039, -2.2835288047790527, -4.339850902557373, -3.11788272857666, -4.628723621368408, -5.345303058624268]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-06-02-01-02-14.wav,audio-only,fearful,Kids are talking by the door,female,"[-422.02734375, 44.51072311401367, -21.521236419677734, -4.705666542053223, -11.145360946655273, 8.770846366882324, -10.294568061828613, -10.344056129455566, 2.006143093109131, -2.162261724472046, -13.264188766479492, -3.772026777267456, -5.300975799560547, -5.7765092849731445, -5.769056797027588, -2.1345081329345703, -2.9858927726745605, -3.6816983222961426, -3.817772388458252, -6.095686435699463]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-06-02-02-01-14.wav,audio-only,fearful,Dogs are sitting by the door,female,"[-498.1439514160156, 43.66632843017578, -16.931529998779297, 0.781312882900238, -9.07324504852295, 7.837175369262695, -14.08582592010498, -7.238058567047119, 3.1313869953155518, -3.736198902130127, -13.13421630859375, -5.595884799957275, -6.948032855987549, -6.650425434112549, -7.194452285766602, -1.382630467414856, -4.077092170715332, -5.354284286499023, -6.95730447769165, -7.088737964630127]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-06-02-02-02-14.wav,audio-only,fearful,Dogs are sitting by the door,female,"[-473.2572937011719, 45.919700622558594, -18.746356964111328, -2.4210190773010254, -10.1633882522583, 6.6164350509643555, -13.207622528076172, -9.720372200012207, 2.1879215240478516, -3.533930778503418, -13.194706916809082, -8.40899658203125, -7.181644439697266, -8.107648849487305, -7.8428473472595215, -3.613407850265503, -3.4092342853546143, -4.350476264953613, -5.817239761352539, -4.767022609710693]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-07-01-01-01-14.wav,audio-only,disgust,Kids are talking by the door,female,"[-583.1332397460938, 48.324214935302734, -5.257693290710449, 14.44258975982666, -3.23903226852417, 11.326308250427246, -7.5522847175598145, 7.065690517425537, -0.9291864633560181, -1.153165340423584, -1.3517138957977295, -3.353276252746582, -7.4926276206970215, -4.6566548347473145, -4.860759735107422, -2.753591775894165, -3.280153512954712, -1.6844875812530518, -5.572345733642578, -1.8524707555770874]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-07-01-01-02-14.wav,audio-only,disgust,Kids are talking by the door,female,"[-660.0075073242188, 50.9140510559082, 5.772274971008301, 13.174813270568848, -2.100233316421509, 12.195363998413086, -8.367713928222656, 4.706157207489014, -1.2290486097335815, -4.59307336807251, -4.6216044425964355, -0.08462251722812653, -4.3009562492370605, -6.966884136199951, -5.229079723358154, -3.20481538772583, -3.174254894256592, -1.1367273330688477, -4.371478080749512, -0.8913277983665466]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-07-01-02-01-14.wav,audio-only,disgust,Dogs are sitting by the door,female,"[-667.03759765625, 40.60449981689453, 2.644484043121338, 20.86883544921875, -3.0541770458221436, 13.669200897216797, -6.272665500640869, 7.8370537757873535, -0.6076881289482117, -1.5136533975601196, -1.4087047576904297, 0.5822300314903259, -2.1309072971343994, -1.242979884147644, -3.7160000801086426, -1.631656527519226, -3.1691720485687256, -0.10636862367391586, -5.722130298614502, -0.298658162355423]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-07-01-02-02-14.wav,audio-only,disgust,Dogs are sitting by the door,female,"[-579.5192260742188, 51.12556457519531, 1.2215148210525513, 15.944628715515137, 2.091144561767578, 11.414511680603027, -10.378324508666992, 3.2263877391815186, -0.4973117411136627, -3.7048935890197754, -5.954122066497803, -4.107468128204346, -4.255743980407715, -5.053341388702393, -7.181048393249512, -3.423921823501587, -4.469453811645508, -3.3402059078216553, -7.3104777336120605, -2.325361967086792]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-07-02-01-01-14.wav,audio-only,disgust,Kids are talking by the door,female,"[-523.2733764648438, 58.81425857543945, -11.138912200927734, 9.630247116088867, 1.9621633291244507, 11.65006160736084, -13.218194007873535, -0.16357702016830444, -0.2621942162513733, -3.1435394287109375, -8.232172012329102, -6.954484462738037, -5.663106918334961, -9.240334510803223, -9.445722579956055, -5.234224319458008, -4.652251243591309, -1.1638566255569458, -5.702026844024658, -3.2464847564697266]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-07-02-01-02-14.wav,audio-only,disgust,Kids are talking by the door,female,"[-608.6123657226562, 55.55784225463867, -7.714901447296143, 15.069708824157715, -1.1024456024169922, 11.14525318145752, -13.152691841125488, 7.235818862915039, 2.3648736476898193, -5.457695007324219, -2.749753952026367, -0.45987024903297424, -8.303902626037598, -7.9218950271606445, -7.197596549987793, -4.5371270179748535, -3.700139284133911, -0.8110100030899048, -5.804677486419678, -1.6574933528900146]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-07-02-02-01-14.wav,audio-only,disgust,Dogs are sitting by the door,female,"[-597.2769165039062, 47.073795318603516, -1.948573350906372, 19.035396575927734, -1.2685120105743408, 13.778176307678223, -6.688490867614746, 7.316808223724365, -0.15074510872364044, -4.0852742195129395, -2.908287286758423, -4.543145656585693, -3.8525702953338623, -4.818882942199707, -4.976202487945557, -2.060610294342041, -2.392472743988037, -2.7709360122680664, -6.271310806274414, 0.09721361100673676]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-07-02-02-02-14.wav,audio-only,disgust,Dogs are sitting by the door,female,"[-591.4371337890625, 47.66217041015625, 2.7236106395721436, 11.855714797973633, -1.1974449157714844, 11.47549057006836, -14.381217956542969, 4.515851974487305, 0.6415598392486572, -4.542391300201416, -7.691734313964844, -3.2005152702331543, -4.754785060882568, -8.79625415802002, -7.863554000854492, -3.020559787750244, -5.282492160797119, -2.7386152744293213, -6.664962291717529, -1.310299277305603]"
datasources\RAVDESS\RAVDESS_DATA\Audio_Speech_Actors_01-24\Actor_14\03-01-08-01-01-01-14.wav,audio-only,surprised,Kids are talking by the door,female,"[-695.17578125, 47.954315185546875, 2.48353910446167, 8.897034645080566, 3.239492893218994, 12.746371269226074, -9.160299301147461, 6.739858627319336, -3.303248405456543, -0.7259358763694763, -1.509832739830017, -2.8772008419036865, -4.605594158172607, -2.542956590652466, -1.732912302017212, -1.7644211053848267, -2.283205270767212, -1.7211050987243652, -4.515691757202148, -0.5803532600402832]"
